,stop_name,line_num,stop_id,route_id,stop_lat,stop_lon,node_id
442,Bronx Park East,2,212,2,40.848828,-73.868457,212_2
443,Bronx Park East,2,212,5,40.848828,-73.868457,212_5
444,Brook Av,1,618,6,40.807566,-73.91924,618_6
445,Brooklyn Bridge - City Hall,4,640,2,40.713065,-74.004131,640_2
446,Brooklyn Bridge - City Hall,4,640,4,40.713065,-74.004131,640_4
447,Brooklyn Bridge - City Hall,4,640,5,40.713065,-74.004131,640_5
448,Brooklyn Bridge - City Hall,4,640,6,40.713065,-74.004131,640_6
449,Buhre Av,1,602,6,40.84681,-73.832569,602_6
450,Burke Av,2,209,2,40.871356,-73.867164,209_2
451,Burke Av,2,209,5,40.871356,-73.867164,209_5
452,Burnside Av,1,409,4,40.853453,-73.907684,409_4
453,Bushwick Av - Aberdeen St,1,L21,L,40.682829,-73.905249,L21_L
454,Canal St,15,135,1,40.722854,-74.006277,135_1
455,Canal St,15,135,2,40.722854,-74.006277,135_2
456,Canal St,15,639,4,40.718803,-74.000193,639_4
457,Canal St,15,135,5,40.722854,-74.006277,135_5
458,Canal St,15,639,6,40.718803,-74.000193,639_6
459,Canal St,15,A34,A,40.720824,-74.005229,A34_A
460,Canal St,15,A34,C,40.720824,-74.005229,A34_C
461,Canal St,15,A34,E,40.720824,-74.005229,A34_E
462,Canal St,15,M20,J,40.718092,-73.999892,M20_J
463,Canal St,15,M20,M,40.718092,-73.999892,M20_M
464,Canal St,15,Q01,N,40.718383,-74.00046,Q01_N
465,Canal St,15,R23,N,40.719527,-74.001775,R23_N
466,Canal St,15,Q01,Q,40.718383,-74.00046,Q01_Q
467,Canal St,15,R23,R,40.719527,-74.001775,R23_R
468,Canal St,15,R23,W,40.719527,-74.001775,R23_W
469,Canarsie - Rockaway Pkwy,1,L29,L,40.646654,-73.90185,L29_L
470,Carroll St,2,F21,F,40.680303,-73.995048,F21_F
471,Carroll St,2,F21,G,40.680303,-73.995048,F21_G
472,Castle Hill Av,1,607,6,40.834255,-73.851222,607_6
473,Cathedral Pkwy,1,118,1,40.803967,-73.966847,118_1
474,Cathedral Pkwy (110 St),3,A17,A,40.800603,-73.958161,A17_A
475,Cathedral Pkwy (110 St),3,A17,B,40.800603,-73.958161,A17_B
476,Cathedral Pkwy (110 St),3,A17,C,40.800603,-73.958161,A17_C
477,Central Park North (110 St),3,227,2,40.799075,-73.951822,227_2
478,Central Park North (110 St),3,227,3,40.799075,-73.951822,227_3
479,Central Park North (110 St),3,227,5,40.799075,-73.951822,227_5
480,Chambers St,8,137,1,40.715478,-74.009266,137_1
481,Chambers St,8,137,2,40.715478,-74.009266,137_2
482,Chambers St,8,137,3,40.715478,-74.009266,137_3
483,Chambers St,8,137,5,40.715478,-74.009266,137_5
484,Chambers St,8,A36,A,40.714111,-74.008585,A36_A
485,Chambers St,8,A36,C,40.714111,-74.008585,A36_C
486,Chambers St,8,M21,J,40.713243,-74.003401,M21_J
487,Chambers St,8,M21,M,40.713243,-74.003401,M21_M
488,Chauncey St,2,J28,J,40.682893,-73.910456,J28_J
489,Chauncey St,2,J28,M,40.682893,-73.910456,J28_M
490,Christopher St - Sheridan Sq,3,133,1,40.733422,-74.002906,133_1
491,Christopher St - Sheridan Sq,3,133,2,40.733422,-74.002906,133_2
492,Christopher St - Sheridan Sq,3,133,5,40.733422,-74.002906,133_5
493,Church Av,6,244,2,40.650843,-73.949575,244_2
494,Church Av,6,244,5,40.650843,-73.949575,244_5
495,Church Av,6,D28,B,40.650527,-73.962982,D28_B
496,Church Av,6,F27,F,40.644041,-73.979678,F27_F
497,Church Av,6,F27,G,40.644041,-73.979678,F27_G
498,Church Av,6,D28,Q,40.650527,-73.962982,D28_Q
499,City Hall,3,R24,N,40.713282,-74.006978,R24_N
500,City Hall,3,R24,R,40.713282,-74.006978,R24_R
501,City Hall,3,R24,W,40.713282,-74.006978,R24_W
502,Clark St,2,231,2,40.697466,-73.993086,231_2
503,Clark St,2,231,3,40.697466,-73.993086,231_3
504,Classon Av,1,G34,G,40.688873,-73.96007,G34_G
505,Cleveland St,1,J22,J,40.679947,-73.884639,J22_J
506,Clifton,1,S28,SI,40.621319,-74.071402,S28_SI
507,Clinton - Washington Avs,3,A44,A,40.683263,-73.965838,A44_A
508,Clinton - Washington Avs,3,A44,C,40.683263,-73.965838,A44_C
509,Clinton - Washington Avs,3,G35,G,40.688089,-73.966839,G35_G
510,Coney Island - Stillwell Av,4,D43,D,40.577422,-73.981233,D43_D
511,Coney Island - Stillwell Av,4,D43,F,40.577422,-73.981233,D43_F
512,Coney Island - Stillwell Av,4,D43,N,40.577422,-73.981233,D43_N
513,Coney Island - Stillwell Av,4,D43,Q,40.577422,-73.981233,D43_Q
514,Cortelyou Rd,1,D30,Q,40.640927,-73.963891,D30_Q
515,Cortlandt St,5,138,1,40.711835,-74.012188,138_1
516,Cortlandt St,5,138,5,40.711835,-74.012188,138_5
517,Cortlandt St,5,R25,N,40.710668,-74.011029,R25_N
518,Cortlandt St,5,R25,R,40.710668,-74.011029,R25_R
519,Cortlandt St,5,R25,W,40.710668,-74.011029,R25_W
520,Court Sq,4,719,7,40.747023,-73.945264,719_7
521,Court Sq,4,F09,E,40.747846,-73.946,F09_E
522,Court Sq,4,G22,G,40.746554,-73.943832,G22_G
523,Court Sq,4,F09,M,40.747846,-73.946,F09_M
524,Court St,2,R28,N,40.6941,-73.991777,R28_N
525,Court St,2,R28,R,40.6941,-73.991777,R28_R
526,Crescent St,1,J20,J,40.683194,-73.873785,J20_J
527,Crown Hts - Utica Av,4,250,2,40.668897,-73.932942,250_2
528,Crown Hts - Utica Av,4,250,3,40.668897,-73.932942,250_3
529,Crown Hts - Utica Av,4,250,4,40.668897,-73.932942,250_4
530,Crown Hts - Utica Av,4,250,5,40.668897,-73.932942,250_5
531,Cypress Av,1,617,6,40.805368,-73.914042,617_6
532,Cypress Hills,1,J19,J,40.689941,-73.87255,J19_J
533,DeKalb Av,6,R30,B,40.690635,-73.981824,R30_B
534,DeKalb Av,6,R30,D,40.690635,-73.981824,R30_D
535,DeKalb Av,6,L16,L,40.703811,-73.918425,L16_L
536,DeKalb Av,6,R30,N,40.690635,-73.981824,R30_N
537,DeKalb Av,6,R30,Q,40.690635,-73.981824,R30_Q
538,DeKalb Av,6,R30,R,40.690635,-73.981824,R30_R
539,Delancey St,1,F15,F,40.718611,-73.988114,F15_F
540,Ditmas Av,1,F29,F,40.636119,-73.978172,F29_F
541,Dongan Hills,1,S25,SI,40.588849,-74.09609,S25_SI
542,Dyckman St,2,109,1,40.860531,-73.925536,109_1
543,Dyckman St,2,A03,A,40.865491,-73.927271,A03_A
544,E 105 St,1,L28,L,40.650573,-73.899485,L28_L
545,E 143 St - St Mary's St,1,616,6,40.808719,-73.907657,616_6
546,E 149 St,1,615,6,40.812118,-73.904098,615_6
547,E 180 St,2,213,2,40.841894,-73.873488,213_2
548,E 180 St,2,213,5,40.841894,-73.873488,213_5
549,East Broadway,1,F16,F,40.713715,-73.990173,F16_F
550,Eastchester - Dyre Av,1,501,5,40.8883,-73.830834,501_5
551,Eastern Pkwy - Brooklyn Museum,3,238,2,40.671987,-73.964375,238_2
552,Eastern Pkwy - Brooklyn Museum,3,238,3,40.671987,-73.964375,238_3
553,Eastern Pkwy - Brooklyn Museum,3,238,4,40.671987,-73.964375,238_4
554,Elder Av,1,611,6,40.828584,-73.879159,611_6
555,Elmhurst Av,3,G13,E,40.742454,-73.882017,G13_E
556,Elmhurst Av,3,G13,M,40.742454,-73.882017,G13_M
557,Elmhurst Av,3,G13,R,40.742454,-73.882017,G13_R
558,Eltingville,1,S18,SI,40.544601,-74.16457,S18_SI
559,Essex St,2,M18,J,40.718315,-73.987437,M18_J
560,Essex St,2,M18,M,40.718315,-73.987437,M18_M
561,Euclid Av,2,A55,A,40.675377,-73.872106,A55_A
562,Euclid Av,2,A55,C,40.675377,-73.872106,A55_C
563,Far Rockaway - Mott Av,1,H11,A,40.603995,-73.755405,H11_A
564,Flatbush Av - Brooklyn College,2,247,2,40.632836,-73.947642,247_2
565,Flatbush Av - Brooklyn College,2,247,5,40.632836,-73.947642,247_5
566,Flushing - Main St,1,701,7,40.7596,-73.83003,701_7
567,Flushing Av,3,G31,G,40.700377,-73.950234,G31_G
568,Flushing Av,3,M12,J,40.70026,-73.941126,M12_J
569,Flushing Av,3,M12,M,40.70026,-73.941126,M12_M
570,Fordham Rd,3,407,4,40.862803,-73.901034,407_4
571,Fordham Rd,3,D05,B,40.861296,-73.897749,D05_B
572,Fordham Rd,3,D05,D,40.861296,-73.897749,D05_D
573,Forest Av,1,M05,M,40.704423,-73.903077,M05_M
574,Forest Hills - 71 Av,4,G08,E,40.721691,-73.844521,G08_E
575,Forest Hills - 71 Av,4,G08,F,40.721691,-73.844521,G08_F
576,Forest Hills - 71 Av,4,G08,M,40.721691,-73.844521,G08_M
577,Forest Hills - 71 Av,4,G08,R,40.721691,-73.844521,G08_R
578,Fort Hamilton Pkwy,4,B13,D,40.640914,-73.994304,B13_D
579,Fort Hamilton Pkwy,4,F26,F,40.650782,-73.975776,F26_F
580,Fort Hamilton Pkwy,4,F26,G,40.650782,-73.975776,F26_G
581,Fort Hamilton Pkwy,4,N03,N,40.631386,-74.005351,N03_N
582,Franklin Av,7,239,2,40.670682,-73.958131,239_2
583,Franklin Av,7,239,3,40.670682,-73.958131,239_3
584,Franklin Av,7,239,4,40.670682,-73.958131,239_4
585,Franklin Av,7,239,5,40.670682,-73.958131,239_5
586,Franklin Av,7,A45,A,40.68138,-73.956848,A45_A
587,Franklin Av,7,A45,C,40.68138,-73.956848,A45_C
588,Franklin Av,7,S01,FS,40.680596,-73.955827,S01_FS
589,Franklin St,3,136,1,40.719318,-74.006886,136_1
590,Franklin St,3,136,2,40.719318,-74.006886,136_2
591,Franklin St,3,136,5,40.719318,-74.006886,136_5
592,Freeman St,2,216,2,40.829993,-73.891865,216_2
593,Freeman St,2,216,5,40.829993,-73.891865,216_5
594,Fresh Pond Rd,1,M04,M,40.706186,-73.895877,M04_M
595,Fulton St,9,229,2,40.709416,-74.006571,229_2
596,Fulton St,9,418,2,40.710368,-74.009509,418_2
597,Fulton St,9,229,3,40.709416,-74.006571,229_3
598,Fulton St,9,418,4,40.710368,-74.009509,418_4
599,Fulton St,9,418,5,40.710368,-74.009509,418_5
600,Fulton St,9,A38,A,40.710197,-74.007691,A38_A
601,Fulton St,9,A38,C,40.710197,-74.007691,A38_C
602,Fulton St,9,G36,G,40.687119,-73.975375,G36_G
603,Fulton St,9,M22,J,40.710374,-74.007582,M22_J
604,Gates Av,2,J30,J,40.68963,-73.92227,J30_J
605,Gates Av,2,J30,M,40.68963,-73.92227,J30_M
606,Graham Av,1,L11,L,40.714565,-73.944053,L11_L
607,Grand Army Plaza,3,237,2,40.675235,-73.971046,237_2
608,Grand Army Plaza,3,237,3,40.675235,-73.971046,237_3
609,Grand Army Plaza,3,237,4,40.675235,-73.971046,237_4
610,Grand Av - Newtown,3,G12,E,40.737015,-73.877223,G12_E
611,Grand Av - Newtown,3,G12,M,40.737015,-73.877223,G12_M
612,Grand Av - Newtown,3,G12,R,40.737015,-73.877223,G12_R
613,Grand Central - 42 St,6,631,2,40.751776,-73.976848,631_2
614,Grand Central - 42 St,6,631,4,40.751776,-73.976848,631_4
615,Grand Central - 42 St,6,631,5,40.751776,-73.976848,631_5
616,Grand Central - 42 St,6,631,6,40.751776,-73.976848,631_6
617,Grand Central - 42 St,6,723,7,40.751431,-73.976041,723_7
618,Grand Central - 42 St,6,901,GS,40.752769,-73.979189,901_GS
619,Grand St,3,D22,B,40.718267,-73.993753,D22_B
620,Grand St,3,D22,D,40.718267,-73.993753,D22_D
621,Grand St,3,L12,L,40.711926,-73.94067,L12_L
622,Grant Av,1,A57,A,40.677044,-73.86505,A57_A
623,Grant City,1,S23,SI,40.578965,-74.109704,S23_SI
624,Grasmere,1,S27,SI,40.603117,-74.084087,S27_SI
625,Great Kills,1,S19,SI,40.551231,-74.151399,S19_SI
626,Greenpoint Av,1,G26,G,40.731352,-73.954449,G26_G
627,Gun Hill Rd,3,208,2,40.87785,-73.866256,208_2
628,Gun Hill Rd,3,208,5,40.87785,-73.866256,208_5
629,Gun Hill Rd,3,503,5,40.869526,-73.846384,503_5
630,Halsey St,3,J29,J,40.68637,-73.916559,J29_J
631,Halsey St,3,L19,L,40.695602,-73.904084,L19_L
632,Halsey St,3,J29,M,40.68637,-73.916559,J29_M
633,Harlem - 148 St,1,301,3,40.82388,-73.93647,301_3
634,Hewes St,2,M14,J,40.70687,-73.953431,M14_J
635,Hewes St,2,M14,M,40.70687,-73.953431,M14_M
636,High St,2,A40,A,40.699337,-73.990531,A40_A
637,High St,2,A40,C,40.699337,-73.990531,A40_C
638,Houston St,3,134,1,40.728251,-74.005367,134_1
639,Houston St,3,134,2,40.728251,-74.005367,134_2
640,Houston St,3,134,5,40.728251,-74.005367,134_5
641,Howard Beach - JFK Airport,1,H03,A,40.660476,-73.830301,H03_A
642,Hoyt - Schermerhorn Sts,3,A42,A,40.688484,-73.985001,A42_A
643,Hoyt - Schermerhorn Sts,3,A42,C,40.688484,-73.985001,A42_C
644,Hoyt - Schermerhorn Sts,3,A42,G,40.688484,-73.985001,A42_G
645,Hoyt St,2,233,2,40.690545,-73.985065,233_2
646,Hoyt St,2,233,3,40.690545,-73.985065,233_3
647,Huguenot,1,S16,SI,40.533674,-74.191794,S16_SI
648,Hunters Point Av,1,720,7,40.742216,-73.948916,720_7
649,Hunts Point Av,1,613,6,40.820948,-73.890549,613_6
650,Intervale Av,2,218,2,40.822181,-73.896736,218_2
651,Intervale Av,2,218,5,40.822181,-73.896736,218_5
652,Inwood - 207 St,1,A02,A,40.868072,-73.919899,A02_A
653,Jackson Av,2,220,2,40.81649,-73.907807,220_2
654,Jackson Av,2,220,5,40.81649,-73.907807,220_5
655,Jackson Hts - Roosevelt Av,4,G14,E,40.746644,-73.891338,G14_E
656,Jackson Hts - Roosevelt Av,4,G14,F,40.746644,-73.891338,G14_F
657,Jackson Hts - Roosevelt Av,4,G14,M,40.746644,-73.891338,G14_M
658,Jackson Hts - Roosevelt Av,4,G14,R,40.746644,-73.891338,G14_R
659,Jamaica - 179 St,2,F01,E,40.712646,-73.783817,F01_E
660,Jamaica - 179 St,2,F01,F,40.712646,-73.783817,F01_F
661,Jamaica - Van Wyck,1,G07,E,40.702566,-73.816859,G07_E
662,Jamaica Center - Parsons/Archer,2,G05,E,40.702147,-73.801109,G05_E
663,Jamaica Center - Parsons/Archer,2,G05,J,40.702147,-73.801109,G05_J
664,Jay St - MetroTech,5,A41,A,40.692338,-73.987342,A41_A
665,Jay St - MetroTech,5,A41,C,40.692338,-73.987342,A41_C
666,Jay St - MetroTech,5,A41,F,40.692338,-73.987342,A41_F
667,Jay St - MetroTech,5,R29,N,40.69218,-73.985942,R29_N
668,Jay St - MetroTech,5,R29,R,40.69218,-73.985942,R29_R
669,Jefferson Av,1,S24,SI,40.583591,-74.103338,S24_SI
670,Jefferson St,1,L15,L,40.706607,-73.922913,L15_L
671,Junction Blvd,1,707,7,40.749145,-73.869527,707_7
672,Junius St,4,254,2,40.663515,-73.902447,254_2
673,Junius St,4,254,3,40.663515,-73.902447,254_3
674,Junius St,4,254,4,40.663515,-73.902447,254_4
675,Junius St,4,254,5,40.663515,-73.902447,254_5
676,Kew Gardens - Union Tpke,2,F06,E,40.714441,-73.831008,F06_E
677,Kew Gardens - Union Tpke,2,F06,F,40.714441,-73.831008,F06_F
678,Kings Hwy,4,D35,B,40.60867,-73.957734,D35_B
679,Kings Hwy,4,F35,F,40.603217,-73.972361,F35_F
680,Kings Hwy,4,N08,N,40.603923,-73.980353,N08_N
681,Kings Hwy,4,D35,Q,40.60867,-73.957734,D35_Q
682,Kingsbridge Rd,3,406,4,40.86776,-73.897174,406_4
683,Kingsbridge Rd,3,D04,B,40.866978,-73.893509,D04_B
684,Kingsbridge Rd,3,D04,D,40.866978,-73.893509,D04_D
685,Kingston - Throop Avs,2,A47,A,40.679921,-73.940858,A47_A
686,Kingston - Throop Avs,2,A47,C,40.679921,-73.940858,A47_C
687,Kingston Av,4,249,2,40.669399,-73.942161,249_2
688,Kingston Av,4,249,3,40.669399,-73.942161,249_3
689,Kingston Av,4,249,4,40.669399,-73.942161,249_4
690,Kingston Av,4,249,5,40.669399,-73.942161,249_5
691,Kosciuszko St,2,J31,J,40.693342,-73.928814,J31_J
692,Kosciuszko St,2,J31,M,40.693342,-73.928814,J31_M
693,Lafayette Av,2,A43,A,40.686113,-73.973946,A43_A
694,Lafayette Av,2,A43,C,40.686113,-73.973946,A43_C
695,Lexington Av/53 St,2,F11,E,40.757552,-73.969055,F11_E
696,Lexington Av/53 St,2,F11,M,40.757552,-73.969055,F11_M
697,Lexington Av/59 St,3,R11,N,40.76266,-73.967258,R11_N
698,Lexington Av/59 St,3,R11,R,40.76266,-73.967258,R11_R
699,Lexington Av/59 St,3,R11,W,40.76266,-73.967258,R11_W
700,Lexington Av/63 St,4,B08,F,40.764629,-73.966113,B08_F
701,Lexington Av/63 St,4,B08,N,40.764629,-73.966113,B08_N
702,Lexington Av/63 St,4,B08,Q,40.764629,-73.966113,B08_Q
703,Lexington Av/63 St,4,B08,R,40.764629,-73.966113,B08_R
704,Liberty Av,2,A52,A,40.674542,-73.896548,A52_A
705,Liberty Av,2,A52,C,40.674542,-73.896548,A52_C
706,Livonia Av,1,L26,L,40.664038,-73.900571,L26_L
707,Longwood Av,1,614,6,40.816104,-73.896435,614_6
708,Lorimer St,3,M13,J,40.703869,-73.947408,M13_J
709,Lorimer St,3,L10,L,40.714063,-73.950275,L10_L
710,Lorimer St,3,M13,M,40.703869,-73.947408,M13_M
711,Marble Hill - 225 St,1,106,1,40.874561,-73.909831,106_1
712,Marcy Av,2,M16,J,40.708359,-73.957757,M16_J
713,Marcy Av,2,M16,M,40.708359,-73.957757,M16_M
714,Metropolitan Av,1,G29,G,40.712792,-73.951418,G29_G
715,Mets - Willets Point,1,702,7,40.754622,-73.845625,702_7
716,Middle Village - Metropolitan Av,1,M01,M,40.711396,-73.889601,M01_M
717,Middletown Rd,1,603,6,40.843863,-73.836322,603_6
718,Montrose Av,1,L13,L,40.707739,-73.93985,L13_L
719,Morgan Av,1,L14,L,40.706152,-73.933147,L14_L
720,Morris Park,1,505,5,40.854364,-73.860495,505_5
721,Morrison Av- Sound View,1,610,6,40.829521,-73.874516,610_6
722,Mosholu Pkwy,1,402,4,40.87975,-73.884655,402_4
723,Mt Eden Av,1,411,4,40.844434,-73.914685,411_4
724,Myrtle - Willoughby Avs,1,G32,G,40.694568,-73.949046,G32_G
725,Myrtle - Wyckoff Avs,2,L17,L,40.699814,-73.911586,L17_L
726,Myrtle - Wyckoff Avs,2,M08,M,40.69943,-73.912385,M08_M
727,Myrtle Av,2,M11,J,40.697207,-73.935657,M11_J
728,Myrtle Av,2,M11,M,40.697207,-73.935657,M11_M
729,Nassau Av,1,G28,G,40.724635,-73.951277,G28_G
730,Neck Rd,1,D38,Q,40.595246,-73.955161,D38_Q
731,Neptune Av,1,F39,F,40.581011,-73.974574,F39_F
732,Nereid Av,2,204,2,40.898379,-73.854376,204_2
733,Nereid Av,2,204,5,40.898379,-73.854376,204_5
734,Nevins St,4,234,2,40.688246,-73.980492,234_2
735,Nevins St,4,234,3,40.688246,-73.980492,234_3
736,Nevins St,4,234,4,40.688246,-73.980492,234_4
737,Nevins St,4,234,5,40.688246,-73.980492,234_5
738,New Dorp,1,S22,SI,40.57348,-74.11721,S22_SI
739,New Lots Av,5,257,2,40.666235,-73.884079,257_2
740,New Lots Av,5,257,3,40.666235,-73.884079,257_3
741,New Lots Av,5,257,4,40.666235,-73.884079,257_4
742,New Lots Av,5,257,5,40.666235,-73.884079,257_5
743,New Lots Av,5,L27,L,40.658733,-73.899232,L27_L
744,New Utrecht Av,1,N04,N,40.624842,-73.996353,N04_N
745,Newkirk Av,2,246,2,40.639967,-73.948411,246_2
746,Newkirk Av,2,246,5,40.639967,-73.948411,246_5
747,Newkirk Plaza,2,D31,B,40.635082,-73.962793,D31_B
748,Newkirk Plaza,2,D31,Q,40.635082,-73.962793,D31_Q
749,Northern Blvd,3,G16,E,40.752885,-73.906006,G16_E
750,Northern Blvd,3,G16,M,40.752885,-73.906006,G16_M
751,Northern Blvd,3,G16,R,40.752885,-73.906006,G16_R
752,Norwood - 205 St,1,D01,D,40.874811,-73.878855,D01_D
753,Norwood Av,1,J21,J,40.68141,-73.880039,J21_J
754,Nostrand Av,6,248,2,40.669847,-73.950466,248_2
755,Nostrand Av,6,248,3,40.669847,-73.950466,248_3
756,Nostrand Av,6,248,4,40.669847,-73.950466,248_4
757,Nostrand Av,6,248,5,40.669847,-73.950466,248_5
758,Nostrand Av,6,A46,A,40.680438,-73.950426,A46_A
759,Nostrand Av,6,A46,C,40.680438,-73.950426,A46_C
760,Oakwood Heights,1,S21,SI,40.56511,-74.12632,S21_SI
761,Ocean Pkwy,1,D41,Q,40.576312,-73.968501,D41_Q
762,Old Town,1,S26,SI,40.596612,-74.087368,S26_SI
763,Ozone Park - Lefferts Blvd,1,A65,A,40.685951,-73.825798,A65_A
764,Park Pl,3,228,2,40.713051,-74.008811,228_2
765,Park Pl,3,228,3,40.713051,-74.008811,228_3
766,Park Pl,3,S03,FS,40.674772,-73.957624,S03_FS
767,Parkchester,1,608,6,40.833226,-73.860816,608_6
768,Parkside Av,1,D27,Q,40.655292,-73.961495,D27_Q
769,Parsons Blvd,2,F03,E,40.707564,-73.803326,F03_E
770,Parsons Blvd,2,F03,F,40.707564,-73.803326,F03_F
771,Pelham Bay Park,1,601,6,40.852462,-73.828121,601_6
772,Pelham Pkwy,3,211,2,40.857192,-73.867615,211_2
773,Pelham Pkwy,3,211,5,40.857192,-73.867615,211_5
774,Pelham Pkwy,3,504,5,40.858985,-73.855359,504_5
775,Pennsylvania Av,4,255,2,40.664635,-73.894895,255_2
776,Pennsylvania Av,4,255,3,40.664635,-73.894895,255_3
777,Pennsylvania Av,4,255,4,40.664635,-73.894895,255_4
778,Pennsylvania Av,4,255,5,40.664635,-73.894895,255_5
779,Pleasant Plains,1,S14,SI,40.52241,-74.217847,S14_SI
780,President St,2,241,2,40.667883,-73.950683,241_2
781,President St,2,241,5,40.667883,-73.950683,241_5
782,Prince St,4,R22,N,40.724329,-73.997702,R22_N
783,Prince St,4,R22,Q,40.724329,-73.997702,R22_Q
784,Prince St,4,R22,R,40.724329,-73.997702,R22_R
785,Prince St,4,R22,W,40.724329,-73.997702,R22_W
786,Prince's Bay,1,S15,SI,40.525507,-74.200064,S15_SI
787,Prospect Av,5,219,2,40.819585,-73.90177,219_2
788,Prospect Av,5,219,5,40.819585,-73.90177,219_5
789,Prospect Av,5,R34,D,40.665414,-73.992872,R34_D
790,Prospect Av,5,R34,N,40.665414,-73.992872,R34_N
791,Prospect Av,5,R34,R,40.665414,-73.992872,R34_R
792,Prospect Park,3,D26,B,40.661614,-73.962246,D26_B
793,Prospect Park,3,D26,FS,40.661614,-73.962246,D26_FS
794,Prospect Park,3,D26,Q,40.661614,-73.962246,D26_Q
795,Queens Plaza,3,G21,E,40.748973,-73.937243,G21_E
796,Queens Plaza,3,G21,M,40.748973,-73.937243,G21_M
797,Queens Plaza,3,G21,R,40.748973,-73.937243,G21_R
798,Queensboro Plaza,3,718,7,40.750582,-73.940202,718_7
799,Queensboro Plaza,3,R09,N,40.750582,-73.940202,R09_N
800,Queensboro Plaza,3,R09,W,40.750582,-73.940202,R09_W
801,Ralph Av,2,A49,A,40.678822,-73.920786,A49_A
802,Ralph Av,2,A49,C,40.678822,-73.920786,A49_C
803,Rector St,5,139,1,40.707513,-74.013783,139_1
804,Rector St,5,139,5,40.707513,-74.013783,139_5
805,Rector St,5,R26,N,40.70722,-74.013342,R26_N
806,Rector St,5,R26,R,40.70722,-74.013342,R26_R
807,Rector St,5,R26,W,40.70722,-74.013342,R26_W
808,Richmond Valley,1,S13,SI,40.519631,-74.229141,S13_SI
809,Rockaway Av,6,253,2,40.662549,-73.908946,253_2
810,Rockaway Av,6,253,3,40.662549,-73.908946,253_3
811,Rockaway Av,6,253,4,40.662549,-73.908946,253_4
812,Rockaway Av,6,253,5,40.662549,-73.908946,253_5
813,Rockaway Av,6,A50,A,40.67834,-73.911946,A50_A
814,Rockaway Av,6,A50,C,40.67834,-73.911946,A50_C
815,Rockaway Blvd,1,A61,A,40.680429,-73.843853,A61_A
816,Rockaway Park - Beach 116 St,2,H15,A,40.580903,-73.835592,H15_A
817,Rockaway Park - Beach 116 St,2,H15,H,40.580903,-73.835592,H15_H
818,Roosevelt Island,1,B06,F,40.759145,-73.95326,B06_F
819,Saratoga Av,4,252,2,40.661453,-73.916327,252_2
820,Saratoga Av,4,252,3,40.661453,-73.916327,252_3
821,Saratoga Av,4,252,4,40.661453,-73.916327,252_4
822,Saratoga Av,4,252,5,40.661453,-73.916327,252_5
823,Seneca Av,1,M06,M,40.702762,-73.90774,M06_M
824,Sheepshead Bay,2,D39,B,40.586896,-73.954155,D39_B
825,Sheepshead Bay,2,D39,Q,40.586896,-73.954155,D39_Q
826,Shepherd Av,2,A54,A,40.67413,-73.88075,A54_A
827,Shepherd Av,2,A54,C,40.67413,-73.88075,A54_C
828,Simpson St,2,217,2,40.824073,-73.893064,217_2
829,Simpson St,2,217,5,40.824073,-73.893064,217_5
830,Smith - 9 Sts,2,F22,F,40.67358,-73.995959,F22_F
831,Smith - 9 Sts,2,F22,G,40.67358,-73.995959,F22_G
832,South Ferry,2,142,1,40.702068,-74.013664,142_1
833,South Ferry,2,142,5,40.702068,-74.013664,142_5
834,Spring St,5,638,4,40.722301,-73.997141,638_4
835,Spring St,5,638,6,40.722301,-73.997141,638_6
836,Spring St,5,A33,A,40.726227,-74.003739,A33_A
837,Spring St,5,A33,C,40.726227,-74.003739,A33_C
838,Spring St,5,A33,E,40.726227,-74.003739,A33_E
839,St George,1,S31,SI,40.643748,-74.073643,S31_SI
840,St Lawrence Av,1,609,6,40.831509,-73.867618,609_6
841,Stapleton,1,S29,SI,40.627915,-74.075162,S29_SI
842,Steinway St,3,G19,E,40.756879,-73.92074,G19_E
843,Steinway St,3,G19,M,40.756879,-73.92074,G19_M
844,Steinway St,3,G19,R,40.756879,-73.92074,G19_R
845,Sterling St,2,242,2,40.662742,-73.95085,242_2
846,Sterling St,2,242,5,40.662742,-73.95085,242_5
847,Sutphin Blvd,1,F04,F,40.70546,-73.810708,F04_F
848,Sutphin Blvd - Archer Av - JFK Airport,2,G06,E,40.700486,-73.807969,G06_E
849,Sutphin Blvd - Archer Av - JFK Airport,2,G06,J,40.700486,-73.807969,G06_J
850,Sutter Av,1,L25,L,40.669367,-73.901975,L25_L
851,Sutter Av - Rutland Rd,4,251,2,40.664717,-73.92261,251_2
852,Sutter Av - Rutland Rd,4,251,3,40.664717,-73.92261,251_3
853,Sutter Av - Rutland Rd,4,251,4,40.664717,-73.92261,251_4
854,Sutter Av - Rutland Rd,4,251,5,40.664717,-73.92261,251_5
855,Times Sq - 42 St,10,127,1,40.75529,-73.987495,127_1
856,Times Sq - 42 St,10,127,2,40.75529,-73.987495,127_2
857,Times Sq - 42 St,10,127,3,40.75529,-73.987495,127_3
858,Times Sq - 42 St,10,127,5,40.75529,-73.987495,127_5
859,Times Sq - 42 St,10,725,7,40.755477,-73.987691,725_7
860,Times Sq - 42 St,10,902,GS,40.755983,-73.986229,902_GS
861,Times Sq - 42 St,10,R16,N,40.754672,-73.986754,R16_N
862,Times Sq - 42 St,10,R16,Q,40.754672,-73.986754,R16_Q
863,Times Sq - 42 St,10,R16,R,40.754672,-73.986754,R16_R
